id;title;price;promo_price;url
3819481;Набор Dragon Беззубик и викинг 6060913;2399 RUB;1999 RUB;https://www.detmir.ru/product/index/id/3819481/
4633347;Набор игровой Ben10 Часы 3мини-фигурки 76938;1849 RUB;Отсутствует;https://www.detmir.ru/product/index/id/4633347/
3475357;Фигурка Batman БэтТех с боевым костюмом 6060779;2459 RUB;1799 RUB;https://www.detmir.ru/product/index/id/3475357/
3755362;Фигурка Человек-Паук (Spider-man) Человек-паук Пионер с дополнительным элементом и аксессуаром F19125X0;1699 RUB;Отсутствует;https://www.detmir.ru/product/index/id/3755362/
4594684;Игрушка Funko Spider-Man No Way Home Spider-Man Fun25491663;1899 RUB;1699 RUB;https://www.detmir.ru/product/index/id/4594684/
3483645;Игрушка Marvel Экипировка на руку Nerf Железный человек F0266EU4;2999 RUB;1802 RUB;https://www.detmir.ru/product/index/id/3483645/
3758182;Игрушка Star Wars Световой меч Дарт Вейдер F11675L0;2999 RUB;Отсутствует;https://www.detmir.ru/product/index/id/3758182/
3381860;Фигурка Ben10 Бронированный Лучистый 76147;1658 RUB;999 RUB;https://www.detmir.ru/product/index/id/3381860/
4125884;Фигурка Batman Джокер 6063093;1399 RUB;1099 RUB;https://www.detmir.ru/product/index/id/4125884/
4075457;Фигурка-трансформер Bakugan S3 Ультра Monster Shark Gold 6061538/20132909;1799 RUB;1299 RUB;https://www.detmir.ru/product/index/id/4075457/
3381853;Фигурка Ben10 Бронированный Гумангозавр 76144;1658 RUB;1049 RUB;https://www.detmir.ru/product/index/id/3381853/
3746354;Фигурка Трансформеры Селектс Лидеры Гальватрон F18095L0;7299 RUB;2692 RUB;https://www.detmir.ru/product/index/id/3746354/
4483040;Набор игровой PJ masks Герои в масках Пираты F36655L0;3899 RUB;2339 RUB;https://www.detmir.ru/product/index/id/4483040/
3241369;Фигурка Batman с трансформирующимися крыльями 6056717;2249 RUB;1665 RUB;https://www.detmir.ru/product/index/id/3241369/
3894809;Набор игровой Ben10 Фигурка Человека огня XL + маска для ребенка 76712;1673 RUB;998 RUB;https://www.detmir.ru/product/index/id/3894809/
3191479;Фигурка TMNT Злодей шеф-повар 80809;1191 RUB;689 RUB;https://www.detmir.ru/product/index/id/3191479/
3777950;Фигурка Paw Patrol Кино Роки 6061918;1049 RUB;799 RUB;https://www.detmir.ru/product/index/id/3777950/
3226616;Игрушка BeyBlade Волчок Гиперсфера с пусковым устройством Эйс Драгон D5 RD E7713EU4;1299 RUB;399 RUB;https://www.detmir.ru/product/index/id/3226616/
4075461;Фигурка-трансформер Bakugan S3 Ультра Kirimu Black 6061538/20132915;1799 RUB;1299 RUB;https://www.detmir.ru/product/index/id/4075461/
4075456;Фигурка-трансформер Bakugan S3 Ультра Dragonoid White 6061538/20132908;1799 RUB;1299 RUB;https://www.detmir.ru/product/index/id/4075456/
3456960;Игрушка Funko Pusheen Fun2549364;1899 RUB;Отсутствует;https://www.detmir.ru/product/index/id/3456960/
3483756;Фигурка-трансформер Bakugan S2 Ультра  DragonoidWhite 6055885/20124294;1699 RUB;1199 RUB;https://www.detmir.ru/product/index/id/3483756/
3755396;Набор игровой SPIDEY AND HIS AMAZING FRIENDS Паучок Спайди и транспорт 2в1 F19445X0;3099 RUB;2499 RUB;https://www.detmir.ru/product/index/id/3755396/
3228337;Игрушка Человек-Паук (Spider-man) (SM) Бенди Веном E76895X0;1499 RUB;Отсутствует;https://www.detmir.ru/product/index/id/3228337/
